                0            0.001                0                0       -497000000                0        384000000                0          -12.593             1019              965                0                0              820
            0.001            0.001        -0.012593            1.019       -496999999   1.66344888e-11        384000000             0.82          -12.593             1019       965.000002   3.32689775e-08  -2.70631565e-06              820
