             -7     -0.0925421      0.0126448       0.105697      0.0591706
       -6.92965     -0.0882405      0.0238653       0.120628      0.0722465
        -6.8593     -0.0829601      0.0357903       0.135753      0.0857717
       -6.78894     -0.0766668      0.0483752       0.150966      0.0996705
       -6.71859     -0.0693318      0.0615667       0.166151       0.113859
       -6.64824      -0.060933      0.0753025       0.181185       0.128244
       -6.57789     -0.0514551      0.0895113       0.195941       0.142726
       -6.50754     -0.0408903       0.104112       0.210284       0.157198
       -6.43719     -0.0292391       0.119017       0.224073       0.171545
       -6.36683     -0.0165105       0.134126       0.237165       0.185646
       -6.29648    -0.00272288       0.149335       0.249414       0.199374
       -6.22613       0.012096       0.164529        0.26067       0.212599
       -6.15578      0.0279085       0.179586       0.270784       0.225185
       -6.08543      0.0446664       0.194378       0.279608       0.236993
       -6.01508      0.0623113       0.208771       0.286996       0.247883
       -5.94472       0.080774       0.222626       0.292803       0.257715
       -5.87437      0.0999747         0.2358       0.296893       0.266347
       -5.80402       0.119823       0.248146       0.299133        0.27364
       -5.73367       0.140218       0.259516       0.299401       0.279458
       -5.66332       0.161048       0.269759        0.29758        0.28367
       -5.59296       0.182192       0.278729       0.293569       0.286149
       -5.52261       0.203519       0.286277       0.287277       0.286777
       -5.45226       0.224889       0.292261       0.278626       0.285443
       -5.38191       0.246155       0.296541       0.267556       0.282048
       -5.31156       0.267161       0.298986       0.254021       0.276503
       -5.24121       0.287745        0.29947       0.237994       0.268732
       -5.17085       0.307738       0.297878       0.219468       0.258673
        -5.1005       0.326968       0.294107       0.198454        0.24628
       -5.03015        0.34526       0.288063       0.174985       0.231524
        -4.9598       0.362436       0.279668       0.149114       0.214391
       -4.88945       0.378316       0.268859       0.120918       0.194889
        -4.8191       0.392723        0.25559      0.0904956       0.173043
       -4.74874        0.40548       0.239831      0.0579668       0.148899
       -4.67839       0.416415       0.221572      0.0234748       0.122524
       -4.60804       0.425362       0.200824     -0.0128151      0.0940042
       -4.53769       0.432158       0.177615     -0.0507163      0.0634494
       -4.46734       0.436654       0.151999      -0.090021      0.0309888
       -4.39698       0.438706       0.124048      -0.130502    -0.00322712
       -4.32663       0.438184      0.0938582      -0.171913     -0.0390271
       -4.25628       0.434972      0.0615486      -0.213989     -0.0762203
       -4.18593       0.428966      0.0272595      -0.256452      -0.114596
       -4.11558        0.42008    -0.00884636      -0.299009      -0.153927
       -4.04523       0.408245     -0.0465845      -0.341352      -0.193968
       -3.97487       0.393412     -0.0857494      -0.383168      -0.234459
       -3.90452       0.375549      -0.126116      -0.424132      -0.275124
       -3.83417       0.354647      -0.167439      -0.463918      -0.315679
       -3.76382       0.330719      -0.209457      -0.502195      -0.355826
       -3.69347       0.303799      -0.251893      -0.538633      -0.395263
       -3.62312       0.273945      -0.294454      -0.572905      -0.433679
       -3.55276       0.241239      -0.336835      -0.604691      -0.470763
       -3.48241       0.205785      -0.378722      -0.633678        -0.5062
       -3.41206       0.167711      -0.419794      -0.659568      -0.539681
       -3.34171       0.127171      -0.459722      -0.682074      -0.570898
       -3.27136      0.0843386      -0.498176      -0.700931      -0.599553
       -3.20101      0.0394115      -0.534827       -0.71589      -0.625358
       -3.13065    -0.00739135      -0.569346      -0.726728      -0.648037
        -3.0603     -0.0558304      -0.601414      -0.733248      -0.667331
       -2.98995      -0.105647      -0.630715      -0.735279      -0.682997
        -2.9196      -0.156564      -0.656951      -0.732681      -0.694816
       -2.84925      -0.208289      -0.679833      -0.725347       -0.70259
       -2.77889      -0.260515      -0.699092      -0.713204      -0.706148
       -2.70854      -0.312921       -0.71448      -0.696212      -0.705346
       -2.63819      -0.365179       -0.72577      -0.674371      -0.700071
       -2.56784       -0.41695      -0.732761      -0.647717      -0.690239
       -2.49749      -0.467892       -0.73528      -0.616321      -0.675801
       -2.42714      -0.517657      -0.733184      -0.580298      -0.656741
       -2.35678      -0.565898      -0.726362      -0.539796      -0.633079
       -2.28643      -0.612273      -0.714736      -0.495003       -0.60487
       -2.21608       -0.65644      -0.698265      -0.446143      -0.572204
       -2.14573      -0.698069      -0.676943      -0.393477       -0.53521
       -2.07538      -0.736838      -0.650801      -0.337298      -0.494049
       -2.00503      -0.772438      -0.619909      -0.277932      -0.448921
       -1.93467      -0.804579      -0.584375      -0.215737      -0.400056
       -1.86432      -0.832985      -0.544344      -0.151096       -0.34772
       -1.79397      -0.857404      -0.500001      -0.084418      -0.292209
       -1.72362      -0.877606      -0.451565     -0.0161344       -0.23385
       -1.65327      -0.893386      -0.399293      0.0533055      -0.172994
       -1.58291      -0.904568      -0.343475       0.123437      -0.110019
       -1.51256      -0.911002      -0.284435       0.193783     -0.0453258
       -1.44221      -0.912571      -0.222525       0.263861      0.0206679
       -1.37186      -0.909191      -0.158127       0.333181      0.0875274
       -1.30151      -0.900809     -0.0916466       0.401258       0.154806
       -1.23116      -0.887407     -0.0235139       0.467606       0.222046
        -1.1608      -0.869001      0.0458241       0.531752       0.288788
       -1.09045      -0.845642       0.115904       0.593231       0.354568
        -1.0201      -0.817418        0.18625       0.651598       0.418924
      -0.949749      -0.784449        0.25638       0.706426       0.481403
      -0.879397       -0.74689       0.325805       0.757311       0.541558
      -0.809045      -0.704928       0.394038       0.803877       0.598958
      -0.738693      -0.658785       0.460595        0.84578       0.653187
      -0.668342      -0.608712       0.524998       0.882707       0.703853
       -0.59799      -0.554987       0.586785       0.914383       0.750584
      -0.527638      -0.497918       0.645507       0.940569       0.793038
      -0.457286      -0.437837       0.700733        0.96107       0.830901
      -0.386935      -0.375098       0.752059       0.975731       0.863895
